mod,basis,sample,est,payer,toc,outcome,event_time,att,se
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,-5,1074.5253227314,1127.24856330936
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,-4,-225.457357552717,146.860023010635
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,-3,-123.373965988174,300.08453683034
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,-2,-86.2592537044533,123.073980690583
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,-1,-46.2215379595648,237.771919749685
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,0,149.095689651231,271.156681059552
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,1,-78.8749360102917,261.704364230415
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,2,-356.454858837475,129.969070858558
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,3,-98.3588904420502,164.687833821307
882,stdized,all_cohorts,reg,mdcd,NF,spend_per_vol,4,-414.184526575794,245.239259332894
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-6,-5.33110644479339,3.06237705789503
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-5,-4.36296238338976,6.00504820016584
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-4,-4.54495751137931,6.67614843048493
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-3,12.6045378436278,7.36584313907845
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-2,3.07219715735447,3.67210004213255
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,-1,-1.35252233745036,3.87767663438032
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,0,-12.6994566817043,7.68043980523351
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,1,-9.60569147208676,4.75777102302606
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,2,-8.44928877068227,8.53740094555726
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,3,-9.40603155835459,11.3536513014702
883,stdized,all_cohorts,reg,mdcd,NF,vol_per_bene,4,-4.17162687361977,10.8577365044021
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-6,-2.4291465563847,0.60626226129976
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-5,-0.554193602994967,1.02471154102247
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-4,-0.968075961439377,1.08228030668827
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-3,2.08289765580492,1.13097546046732
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-2,0.482053742874496,0.693189078641005
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,-1,-0.429352012266456,0.444912969329952
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,0,0.647008073397653,0.67913508568772
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,1,1.16323036622169,0.80987129654516
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,2,1.04982820665411,1.39695773737609
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,3,0.668850388562285,1.85550348714281
884,stdized,all_cohorts,reg,mdcd,NF,vol_per_capita,4,1.26916896329884,1.97259557369724
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-6,5.78049784022087,20.6126915119883
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-5,-21.3246750564572,62.0353310981505
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-4,2.61566871462183,76.7376639785497
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-3,-52.0329668670487,32.1927370451983
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-2,-48.1938333517205,23.0866809675566
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,-1,-13.4173514833702,47.1343946889149
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,0,8.5503062644525,62.0944742567139
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,1,-103.539531642644,102.638187672634
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,2,-110.322483372161,80.9492970562928
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,3,-173.180989917045,97.361426601046
885,stdized,all_cohorts,reg,mdcd,RX,spend_per_bene,4,-139.082184355836,138.093842362615
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-6,-5.58865412520905,4.28983636815853
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-5,4.24382626677334,11.7006955433166
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-4,-5.86962573355961,19.1535949821495
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-3,-8.621957186706,6.46305651117965
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-2,-9.88826654586591,4.34913878023563
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,-1,1.48255227185981,7.29780496285528
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,0,21.2799590133222,10.0647396650165
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,1,13.3534976657996,13.5975195337584
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,2,9.57492787566016,12.2122965051045
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,3,-2.17312733856332,16.5897408893487
886,stdized,all_cohorts,reg,mdcd,RX,spend_per_capita,4,6.01880714744429,22.6037827948794
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-6,-1.53519151797919,0.385235205701204
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-5,-0.272594103841815,0.487080580143466
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-4,0.114102960535425,0.550421917587394
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-3,-0.559174838056578,0.477137054370225
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-2,1.17644901979931,0.729684919441553
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,-1,-0.238218767091316,1.03895171841907
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,0,4.49935540283504,2.92614502354525
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,1,3.52932359230854,1.76098438188347
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,2,-0.237851760905013,2.39179628754911
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,3,-1.09424730437076,2.44449900077432
887,stdized,all_cohorts,reg,mdcd,RX,spend_per_vol,4,-0.142120943969836,2.1726152623238
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-6,125.440930281725,248.5744680212
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-5,-183.912730283082,693.077521645366
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-4,3.62070741517948,975.951750149176
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-3,-490.747478181071,405.874425157927
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-2,-684.658493886729,312.185424661776
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,-1,-254.416592332995,670.603592362889
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,0,-294.323381358298,898.484070159686
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,1,-2250.27905555002,1653.14431322223
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,2,-1960.97714064604,1124.53223675528
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,3,-2650.5849018217,1503.88359851297
888,stdized,all_cohorts,reg,mdcd,RX,vol_per_bene,4,-2369.90473889108,1950.35047432192
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-6,-59.4505373801865,51.8249045055234
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-5,53.1970628663943,145.739415597064
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-4,-77.624984631156,246.691033576964
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-3,-84.3556913505786,74.9257497168413
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-2,-148.992185435871,58.0386127017685
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,-1,-1.451030223532,104.759264688677
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,0,203.313657958664,133.661303229868
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,1,15.3376989524316,192.501911747168
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,2,43.6571533008971,157.756960612976
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,3,-83.3901630987825,199.058179705354
889,stdized,all_cohorts,reg,mdcd,RX,vol_per_capita,4,-28.1976203134299,289.127698704097
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-6,105.589303193846,146.423986652291
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-5,-456.739113304057,401.3198707655
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-4,185.990978944087,480.02346597224
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-3,195.573261243322,394.212164928868
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-2,409.525170848224,178.953013721865
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,-1,-146.559600064277,168.006272021213
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,0,-152.885777119855,293.435171831841
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,1,-225.597214994374,215.828219094296
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,2,-401.831475044513,316.305564806053
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,3,-571.212649436643,296.62582334469
890,stdized,all_cohorts,reg,mdcd,Total,spend_per_bene,4,-363.6376287442,236.938103179924
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-6,-59.9024513059288,26.4013677594851
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-5,-20.8962882503839,62.5522184319463
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-4,0.136672625918394,76.9995536218613
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-3,28.3972154782851,65.7205618347306
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-2,60.532795277614,33.2033829305318
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,-1,-1.72337254292322,18.2755431834622
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,0,165.347947446707,36.0441013096879
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,1,233.1173368089,42.0336793604875
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,2,183.044955341411,48.5121249825447
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,3,135.78183700502,48.3611602013929
891,stdized,all_cohorts,reg,mdcd,Total,spend_per_capita,4,160.626908911153,57.3649671539811
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-6,-7.84375935389832,4.61833996783995
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-5,4.12641831374109,7.09437136154983
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-4,5.4724319982038,10.0374962182761
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-3,14.9621828701337,7.16587958464
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-2,17.9603980179001,9.3277677081956
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,-1,-2.42929653894189,15.28922941211
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,0,9.71892635341741,14.6377419680337
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,1,26.5957248482049,23.2409402226196
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,2,20.0691146828274,17.5255758240675
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,3,20.9226641325009,13.7462934439993
892,stdized,all_cohorts,reg,mdcd,Total,spend_per_vol,4,14.2112467120959,16.1671520815771
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-6,561.300288422805,488.706079120366
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-5,-1319.1541429782,906.875758493566
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-4,151.426739626652,1321.26956461564
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-3,86.5933364366475,1090.64605028887
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-2,463.966405114278,853.001635004088
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,-1,-667.774259300423,1320.65501211224
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,0,-1004.03417755056,1289.89299792458
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,1,-3068.11326488255,1573.84535201869
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,2,-3132.78530014268,1211.4020919912
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,3,-3519.14434689345,1428.34098909367
893,stdized,all_cohorts,reg,mdcd,Total,vol_per_bene,4,-2428.05155889733,1704.22707278687
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-6,-201.017856146533,87.4216280465991
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-5,-58.3780315757901,207.057557772231
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-4,-106.771660516151,260.799795446677
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-3,-5.77306637844572,200.608739057813
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-2,0.26230164302574,111.164908974866
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,-1,-12.6188283785842,148.691083608238
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,0,438.870306429912,165.128403489673
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,1,378.025316587863,201.510785019797
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,2,286.972142507044,210.935784324795
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,3,189.87163059041,228.813421525206
894,stdized,all_cohorts,reg,mdcd,Total,vol_per_capita,4,348.861968600378,299.267610684282
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-6,2.57707710055776,11.0671225699625
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-5,-26.2609006451785,25.5107162073185
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-4,-15.3271320657688,27.912258177752
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-3,-19.9328260198245,18.5481446935921
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-2,26.7621952842048,22.8192716914587
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,-1,23.8085344491895,17.1587193426621
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,0,36.8609983069998,29.9441986993895
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,1,28.2507183260531,40.635419511373
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,2,73.5251432281918,41.4399887169492
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,3,-13.25094808281,51.6130075110707
895,stdized,all_cohorts,reg,mdcr,AM,spend_per_bene,4,23.99388357984,63.6941395166412
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-6,-11.4940310008042,4.72305516873145
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-5,8.0807038238882,8.84357160247121
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-4,-12.3884161513554,7.43608629451672
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-3,3.0132052613558,9.62726184766063
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-2,-1.84600149028696,7.23738750452145
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,-1,-8.4606357883079,9.25688833517199
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,0,38.0875595202956,25.8385517998912
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,1,11.3826000347787,12.4878320067753
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,2,3.0980641995871,15.0530558619277
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,3,-20.7360025493452,13.5183713951216
896,stdized,all_cohorts,reg,mdcr,AM,spend_per_capita,4,-4.32467909262883,23.0758431850683
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-6,1.07145897163952,0.505350089147277
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-5,-0.687956599381499,1.01231662809946
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-4,-0.393714452374912,1.13014687584942
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-3,-0.276270394520141,0.690071914206898
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-2,-1.16751908015579,0.675285252296741
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,-1,1.86931368741273,0.881112959055526
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,0,-0.114249112231018,0.822263552789338
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,1,1.00748857441762,1.4999057466323
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,2,0.28167384480358,1.09026906868335
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,3,-0.693182409640751,2.31468584951722
897,stdized,all_cohorts,reg,mdcr,AM,spend_per_vol,4,-0.75012946247101,2.63984669277878
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-6,-83.9676421000651,61.6736698159139
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-5,-60.6308920978385,106.648110364321
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-4,-34.561868461828,107.679118559163
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-3,-64.49170590255,88.6676266091384
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-2,193.686879655583,98.6281055693268
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,-1,-4.74787867941328,79.8958529917388
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,0,178.827414584497,132.279042322877
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,1,66.2239527383479,192.058922713747
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,2,274.008421297777,171.531384759889
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,3,17.9837805839422,244.196149700464
898,stdized,all_cohorts,reg,mdcr,AM,vol_per_bene,4,140.362030303409,306.263256428655
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-6,-61.2521426447653,19.1085596344862
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-5,38.4719135150287,32.4127728847141
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-4,-48.3602699626302,31.8220151416412
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-3,15.1319088600549,39.5095078188341
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-2,6.68842395226034,29.8767395470455
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,-1,-50.6701770772592,42.7559065565364
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,0,153.392716039974,107.121980696889
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,1,34.4406483119857,47.1480437027074
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,2,6.66207960650732,53.8391856600391
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,3,-63.009524254085,54.99405915491
899,stdized,all_cohorts,reg,mdcr,AM,vol_per_capita,4,-6.01925240456262,89.8466983939391
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-6,-0.230002903981817,1.05824709409722
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-5,-0.371473100153636,2.16038173365255
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-4,0.617093814577321,2.33635967916196
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-3,-0.162132212731144,1.90970218529804
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-2,3.29524035333857,2.06082004588131
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,-1,2.55330578615256,1.74631725713632
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,0,4.47327323510222,3.17208285720129
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,1,8.66167741032741,6.85934129540867
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,2,15.4957255716486,7.71772929992256
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,3,11.9573898811289,9.84170807947516
900,stdized,all_cohorts,reg,mdcr,ED,spend_per_bene,4,17.0750636608829,14.604630603438
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-6,-0.867453443110603,0.268440366341363
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-5,1.04314399237167,0.92761821488104
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-4,-0.609085076823221,0.618556659784528
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-3,0.674602100901472,0.652599413516486
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-2,0.27031787279541,0.580021076487075
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,-1,-0.519416844452537,1.05866938895055
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,0,3.57426451778199,2.40836211661345
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,1,2.3914708465472,1.57524690697169
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,2,2.49724027773106,1.91562497334771
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,3,1.54652975481718,3.06304264044894
901,stdized,all_cohorts,reg,mdcr,ED,spend_per_capita,4,3.6548902573043,5.10785820464056
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-6,3.92535875642453,0.655049083644928
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-5,2.24491460477943,2.16482678935096
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-4,2.51630871191852,1.17932909466987
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-3,0.890347196896472,1.80424172984591
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-2,0.601315414766601,1.58122280585356
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,-1,1.64462282804164,1.82448388390231
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,0,2.14223032584807,2.05077311138367
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,1,2.99063307247838,2.2717079088408
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,2,3.63403878784189,2.12171074642985
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,3,5.96988005722908,3.3113520282409
902,stdized,all_cohorts,reg,mdcr,ED,spend_per_vol,4,9.53055238328965,5.29110607995826
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-6,-5.82502907135376,2.07905104459386
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-5,-2.39488455098522,3.91502023145902
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-4,-1.84002982701381,4.31080875711042
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-3,-1.47716075909934,3.5527367243337
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-2,3.60109975188635,3.62346449172855
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,-1,2.82439661436458,2.71004964415365
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,0,4.83157131089858,4.22177772750895
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,1,9.22556460313736,8.42992527031139
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,2,17.2654829957774,9.91116953101574
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,3,7.17885664134922,11.1600208234709
903,stdized,all_cohorts,reg,mdcr,ED,vol_per_bene,4,9.72181381076645,15.5984601340304
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-6,-2.4373075329668,0.55930991044047
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-5,1.52290464563729,1.3682919272945
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-4,-1.5934804528266,1.05006961015608
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-3,0.851545021861855,1.28999344261573
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-2,-0.07019955970514,1.07610946088645
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,-1,-1.11939679021237,1.43544450012994
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,0,5.17530381919156,3.73017609695423
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,1,2.95033297845379,2.11028822339001
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,2,2.03343342176957,2.84620714478223
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,3,-0.859505770816174,3.98168785343947
904,stdized,all_cohorts,reg,mdcr,ED,vol_per_capita,4,1.05203672277616,5.89531379349832
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-6,-44.9230524846023,17.651177865975
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-5,-5.5870703723205,35.9878689065835
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-4,-5.95549560093167,43.6641299909176
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-3,-3.17507204380169,36.3866602886664
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-2,34.7733610211669,32.5959047472281
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,-1,12.178622247946,19.3082969745188
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,0,26.4197235085984,25.4871621272891
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,1,50.9627353419061,44.7855189682005
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,2,82.660085022285,50.2896699635999
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,3,25.3810719858322,59.0961784130035
905,stdized,all_cohorts,reg,mdcr,IP,spend_per_bene,4,27.8866419899131,63.5221870816939
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-6,-20.6303663771698,4.54333434459123
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-5,14.6970594391867,11.9529793716102
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-4,-10.2124365642049,7.34515285290703
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-3,6.44258314214956,10.1917079107523
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-2,-0.440327249424497,8.25378239359026
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,-1,-9.68695565169956,10.0301022197187
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,0,36.286165625096,27.0743560064455
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,1,17.4619100596951,12.2606140569978
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,2,7.70485090771099,15.2193957732662
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,3,-10.001947662199,13.9958032866784
906,stdized,all_cohorts,reg,mdcr,IP,spend_per_capita,4,-2.84143934248633,21.5069173536956
907,stdized,all_cohorts,reg,mdcr,IP,spend_per_vol,-6,-28.713464909116,16.191345819364
907,stdized,all_cohorts,reg,mdcr,IP,spend_per_vol,-5,24.1815539650642,35.0336583364353
